HGNC ID	Gene group ID	Pubmed IDs	NCBI Gene ID
HGNC:42955	58|59		283116
HGNC:38877	58|59		642612
HGNC:43973	58|59		399939
HGNC:37217	58|59	22144910	729384
HGNC:19017	58|59		135892
HGNC:19023	58|59		84767
HGNC:37145	59		399937
HGNC:43968	59		100130105
HGNC:43969	59		100419945
HGNC:43970	59		399940
HGNC:43966	59		283257
HGNC:43972	59		120824
HGNC:43977	59		440041
HGNC:43978	59		643126
HGNC:19024	58|59		84851
HGNC:49006	1987	26934858	100507602
HGNC:19025	59		642569
HGNC:37144	59		642425
HGNC:43979	59		340970
HGNC:16008	58|59	11243782	57159
HGNC:14215	58|59	11243782	84675
HGNC:19028	58|59		81844
HGNC:19029			
HGNC:24150	58|59		25893
HGNC:30834	58|59	12095697	286827
HGNC:21162	58|59		166655
HGNC:38403			
HGNC:38405			
HGNC:38409			
HGNC:38425			
HGNC:38430			
HGNC:38432			
HGNC:38433			
HGNC:38458			
HGNC:38459			
HGNC:38462			
HGNC:38463			
HGNC:38465			
HGNC:38485			100132195
HGNC:38486			653794
HGNC:38487			100420405
HGNC:38488			100420412
HGNC:38489			100420414
HGNC:38490			
HGNC:42010			
HGNC:24339	58|59		391712
HGNC:25574	58|59	19536326	55223
HGNC:16007	58|59	11243782, 11283016	84676
HGNC:14663	58|59		120146
HGNC:37147	58|59		642446
HGNC:37148	58|59		646754
HGNC:43974	59		727828
HGNC:43975	59		440061
HGNC:43976	59		390233
HGNC:27316	58|59	24778252, 27012201	201292
HGNC:29005	88|1232|59	9205841	9866
HGNC:31859	58|59|555		440730
HGNC:21161	58|59	11597395	55128
HGNC:17857	58|59		
HGNC:32669	58|59		131405
HGNC:32671	58|59	20399744, 23354051	493829
HGNC:18162	58|59		375593
HGNC:17453	58|59		378108
HGNC:32686	58|59		391714
HGNC:34228	58|59		390231
HGNC:43980			646770
HGNC:17232		11331580	
HGNC:51490			
HGNC:26698	58	19156909	339976
HGNC:26378			205860
HGNC:12303	593|722	8643598	7204
HGNC:17009	682	11148140, 16385457, 16385458	11078
HGNC:12308			
HGNC:12310	26|1916	7776974, 12077347	9325
HGNC:12311	1402|1691	9598321, 7776974	7205
HGNC:12304	870|1288	7776974, 9210375, 11294612	9322
HGNC:12305	1084	7776974, 9373237	9321
HGNC:12306	1492|1959	7776974, 27800609, 28251352	9320
HGNC:12307	413	7776974	9319
HGNC:27828		18828657	286144
HGNC:28424		28322335	79002
HGNC:20286		11111046, 15870694	54802
HGNC:34668	842		100189107
HGNC:34572	842		100189013
HGNC:34761	842		100189198
HGNC:34967	842		100189399
HGNC:33199	842	2766931	790966
HGNC:34671	842		100189110
HGNC:34848	842		100189282
HGNC:34681	842		100189119
HGNC:34621	842		100189062
HGNC:34772	842		100189209
HGNC:34552	1877		100188995
HGNC:35098	842		101056699
HGNC:34807	842		100189244
HGNC:34742	842		100189180
HGNC:34935	842		100189367
HGNC:34878	842		100189311
HGNC:35036	1681		100189464
HGNC:35009	1681		100189439
HGNC:35039	1681		100189467
HGNC:34556	1681		100188999
HGNC:35113	1681		100189536
HGNC:34687	842		100189125
HGNC:34860	842		100189294
HGNC:34684	842		100189122
HGNC:34994	842		100189425
HGNC:34797	842		100189234
HGNC:33256	842	3678837	100049613
HGNC:12314	842	6296772	7206
HGNC:34612	842		100189053
HGNC:34801	842		100189238
HGNC:34745	842		100189182
HGNC:34900	842		100189332
HGNC:34659	1877		100189098
HGNC:34958	1877		100189390
HGNC:35053	1681		100189480
HGNC:34665	842		100189104
HGNC:34610	1681		100189051
HGNC:35116	1681		100189539
HGNC:35089	1877		100189514
HGNC:35079	1681		100189504
HGNC:34960			100189392
HGNC:35094			100189519
HGNC:34930	842		100189362
HGNC:34836	842		100189273
HGNC:34561	842		100189004
HGNC:34895	842		100189328
HGNC:34765	842		100189202
HGNC:12315	842	1686015	7207
HGNC:34857	842		100189291
HGNC:34731	842		100189169
HGNC:34680	842		100189118
HGNC:34602	1877		100189043
HGNC:34998	1681		100189429
HGNC:35068	1681		100189493
HGNC:34917	1877		100189349
HGNC:38583	842		103456511
HGNC:34800	842		100189237
HGNC:34867	842		100189301
HGNC:34597	842		100189038
HGNC:34762	842		100189199
HGNC:34938	1877		100189370
HGNC:34560	842		100189003
HGNC:35074			100189499
HGNC:34962	842		100189394
HGNC:34568	842		100189009
HGNC:34883	842		100189316
HGNC:34932	842		100189364
HGNC:34701	842		100189139
HGNC:34577	842		100189018
HGNC:34854	842		100189288
HGNC:34692	842		100189130
HGNC:34649	842		100189089
HGNC:34767			100189204
HGNC:34880	842		100189313
HGNC:34726	842		100189164
HGNC:34803	842		100189240
HGNC:34626	842		100189067
HGNC:34737	1681		100189175
HGNC:12316	842	3637777	7208
HGNC:34713	842		100189151
HGNC:34591	842		100189032
HGNC:35011	1681		100189441
HGNC:34764	842		100189201
HGNC:34697	842		100189135
HGNC:34779	842		100189216
HGNC:34673	842		100189111
HGNC:34661	842		100189100
HGNC:34922	842		100189354
HGNC:34959	842		100189391
HGNC:34869	842		100189303
HGNC:54713	842		107986680
HGNC:34789	842		100189226
HGNC:34645	842		100189085
HGNC:12319			
HGNC:12320			
HGNC:12321		8293999	
HGNC:30967		25063302	51531
HGNC:25980	1580	10982862	55621
HGNC:16782	1580	11318611, 17198746	81627
HGNC:24974	1580|1691	9417108, 18075473	27037
HGNC:25748	1580	14702039	79979
HGNC:41116	1987		
HGNC:23141	1580	15248782	57570
HGNC:20900	1580	16043508	51605
HGNC:26725	1580	23381944	57604
HGNC:28403	1294|1580	24204302, 23042678	93587
HGNC:26454	1294|1580	14702039, 23042678	158234
HGNC:52409			
HGNC:26022	1534|1294|1580	18984158	54931
HGNC:21080	1580		60487
HGNC:26091	1580	16005430, 17150819	55039
HGNC:25502	1580	11799066	54482
HGNC:26653	963|1580	21658913	152992
HGNC:23790	1580	16043508	115708
HGNC:26070	1580	11230166, 23097428	55006
HGNC:26940	1580	11042152, 25851604	51504
HGNC:44020			100288861
HGNC:44021			
HGNC:44022			729667
HGNC:44023			100288173
HGNC:44024			106480784
HGNC:44025			391358
HGNC:44026			100287567
HGNC:25481		14746906, 15509579	55687
HGNC:34887	1877		100189320
HGNC:50812	1877		103581030
HGNC:34688	842		100189126
HGNC:12324	842		7214
HGNC:34971	842		100189402
HGNC:34643	842		100189083
HGNC:34595	842		100189036
HGNC:34738	842		100189176
HGNC:34758	842		100189195
HGNC:54714	842		
HGNC:54715	842		
HGNC:34890	842		100189323
HGNC:34689			100189127
HGNC:33197	842	6234206	791226
HGNC:38582	842		101822346
HGNC:33198	842	6234206	791227
HGNC:34562	842		100189005
HGNC:34618	842		100189059
HGNC:34870	842		100189304
HGNC:34756	842		100189193
HGNC:35092	842		100189517
HGNC:34669	842		100189108
HGNC:34820	842		100189257
HGNC:34924	842		100189356
HGNC:34746	1877		100189183
HGNC:34553			100188996
HGNC:34796	1877		100189233
HGNC:54203	1877		
HGNC:34628	1877		100189069
HGNC:34834			100189271
HGNC:34639	1877		100189079
HGNC:34727			100189165
HGNC:34906	1681		100189338
HGNC:34657	1877		100189096
HGNC:50799	1877		103456509
HGNC:34949			100189381
HGNC:54205	1877		
HGNC:34829	1877		100189266
HGNC:38584	1681		100873961
HGNC:35111	1681		100189534
HGNC:35064	1681		100189490
HGNC:54716	842		107985756
HGNC:54717	842		107985752
HGNC:54718	842		107987367
HGNC:54719	842		107985750
HGNC:34804			
HGNC:12267		2251139	
HGNC:12272		2989090	
HGNC:34709			
HGNC:34743			
HGNC:34837			
HGNC:34872			
HGNC:34899			
HGNC:35002			
HGNC:34636			
HGNC:34843			
HGNC:34844			
HGNC:12317		8293999	
HGNC:12323		6261953	
HGNC:34586			
HGNC:34968			
HGNC:34972			
HGNC:34565			
HGNC:34672			
HGNC:30813	725	10606267, 16230358	54952
HGNC:34582			
HGNC:12356		1457046	
HGNC:12357		1457046	
HGNC:12358		1457046	
HGNC:12359		1457046	
HGNC:12325			
HGNC:34348		23622239, 16792503	388610
HGNC:17341		10810093, 11504732	51095
HGNC:12326	1136|1835	9533028, 11454705	7216
HGNC:12327		7758945	10024
HGNC:12328			
HGNC:12329			
HGNC:34579	842		100189020
HGNC:34578	842		100189019
HGNC:34786	842		100189223
HGNC:34840	842		100189276
HGNC:34631	842		100189072
HGNC:12330	842	3557125	7217
HGNC:12331	842	3557125	7218
HGNC:34698	842		100189136
HGNC:34862	842		100189296
HGNC:34929	1877		100189361
HGNC:35107	1681		100189530
HGNC:35055			100189482
HGNC:35049	1681		100189476
HGNC:34774	842		100189211
HGNC:34784	842		100189221
HGNC:34686	842		100189124
HGNC:34734	842		100189172
HGNC:35026	1877		100189455
HGNC:34852	842		100189286
HGNC:34787	842		100189224
HGNC:12332	842	2613239, 2676726	7219
HGNC:34648	842		100189088
HGNC:34903	842		100189335
HGNC:34956	842		100189388
HGNC:34847	842		100189281
HGNC:35056	1681		100189483
HGNC:35090	1681		100189515
HGNC:497	249|403	16382100	8989
HGNC:12333	249	7568191, 16382100	7220
HGNC:12334	249	7568191, 16382100, 17217050	7221
HGNC:12335	249	8646775, 16382100	7222
HGNC:12336	249|403	8646775, 16382100	7223
HGNC:16181	1492|694		26133
HGNC:12337	694|249	10493832, 16382100	7224
HGNC:40593			100329135
HGNC:12338	249|1691	9925922, 16382100, 15879175	7225
HGNC:23270	716		644218
HGNC:20754	249	11805119, 16382100	57113
HGNC:40936	1987		
HGNC:40937	1987		
HGNC:7146	249|1691	9806836, 9537257, 16382100	4308
HGNC:12339	667|249	9806837, 11385575, 16382100	7226
HGNC:50758	1987	18957938, 24931166, 28678322	101928607
HGNC:17992	249|1691	16382100	80036
HGNC:17993	249	11535825, 16382100	54795
HGNC:14323	249	10607831, 16382100	29850
HGNC:17995	249	10021370, 12032570, 16382100	140803
HGNC:17994	249	11161216, 11385574, 16382100	54822
HGNC:17961	249	16382100	79054
HGNC:12340	82|28	8530105, 10615131, 10647898	7227
HGNC:20316		14504659	83707
HGNC:12716	249|403	9349813, 11549313, 16382100	7442
HGNC:18082	249|403	10201375, 16382100	51393
HGNC:18084	249|403	12016205, 12077606, 16382100	162514
HGNC:18083	249|403	11025659, 11081638, 16382100, 20037587	59341
HGNC:3145	249|403	10944439, 10945469, 16382100	56302
HGNC:14006	249|403	11097838, 11549322, 16382100, 16717058	55503
HGNC:34853	842		100189287
HGNC:34752	842		100189189
HGNC:34683	842		100189121
HGNC:34884	842		100189317
HGNC:12341	842		7228
HGNC:34831	842		100189268
HGNC:34954	842		100189386
HGNC:34702	842		100189140
HGNC:34615	842		100189056
HGNC:34824	842		100189261
HGNC:34896	842		100189329
HGNC:34777	842		100189214
HGNC:34555	842		100188998
HGNC:34780	1877		100189217
HGNC:34716	1877		100189154
HGNC:54206	1877		
HGNC:35108	1681		100189531
HGNC:34889	1877		100189322
HGNC:35023	1681		100189452
HGNC:34957	1877		100189389
HGNC:35115	1681		100189538
HGNC:38574			100189523
HGNC:34575			100189016
HGNC:35078	1681		100189503
HGNC:34868	1681		100189302
HGNC:34919			100189351
HGNC:12342	842	2041751	7229
HGNC:34700	842		100189138
HGNC:34888	842		100189321
HGNC:34748	842		100189185
HGNC:34633	842		100189074
HGNC:34991	842		100189422
HGNC:35046	1681		100189473
HGNC:34585	1681		100189026
HGNC:35014			100189444
HGNC:35080			100189505
HGNC:35084			100189509
HGNC:34569	1681		100189010
HGNC:34964	842		100189396
HGNC:12344	842	1457046	7231
HGNC:34806	842		100189243
HGNC:34664	842		100189103
HGNC:34729	842		100189167
HGNC:34660	842		100189099
HGNC:34997	842		100189428
HGNC:34933	842		100189365
HGNC:34644	842		100189084
HGNC:34735	842		100189173
HGNC:12346	842		7233
HGNC:34638	842		100189078
HGNC:34744	842		100189181
HGNC:34730	842		100189168
HGNC:34975	842		100189406
HGNC:34833	842		100189270
HGNC:35096	1681		
HGNC:35019			100189449
HGNC:35013	1681		100189443
HGNC:35077			100189502
HGNC:35114	1681		100189537
HGNC:34827	842		100189264
HGNC:34979	842		100189410
HGNC:34939	842		100189371
HGNC:12345	842	8661117	7232
HGNC:34593	842		100189034
HGNC:34584	842		100189025
HGNC:34695	842		100189133
HGNC:12343	842	2066114	7230
HGNC:34670	842		100189109
HGNC:34677	842		100189115
HGNC:34728	842		100189166
HGNC:34571	842		100189012
HGNC:12347	1492|1059|1691	9708738, 9885574	8295
HGNC:35102	1681		100189526
HGNC:34920	842		100189352
HGNC:34950	842		100189382
HGNC:34637	842		100189077
HGNC:16293	842	3697066	23437
HGNC:34810	842		100189247
HGNC:34811	842		100189248
HGNC:34747	842		100189184
HGNC:33201	842	3340558	790951
HGNC:34629	842		100189070
HGNC:35001	1877		100189432
HGNC:34989	1877		100189420
HGNC:35060			100189487
HGNC:34596	842		100189037
HGNC:34600	842		100189041
HGNC:34768	842		100189205
HGNC:34714	842		100189152
HGNC:34719	842		100189157
HGNC:34559	842		100189002
HGNC:34851	842		100189285
HGNC:34788	842		100189225
HGNC:34792	842		100189229
HGNC:34898	842		100189331
HGNC:34721	842		100189159
HGNC:34781	842		100189218
HGNC:34845	842		100189279
HGNC:16292	842	3648680	94017
HGNC:34999	842		100189430
HGNC:16294	842	1549482	23540
HGNC:34995			100189426
HGNC:35012			100189442
HGNC:35043			100189470
HGNC:34640	1877		100189080
HGNC:34897			100189330
HGNC:35024			100189453
HGNC:34750	842		100189187
HGNC:34785	842		100189222
HGNC:34563	842		100189006
HGNC:34886	842		100189319
HGNC:34908	842		100189340
HGNC:35003	842		100189433
HGNC:34942	842		100189374
HGNC:35008	842		100189438
HGNC:34705	842		100189143
HGNC:12352	1877	1457046	7238
HGNC:34594	842		100189035
HGNC:34646	842		100189086
HGNC:34928	842		100189360
HGNC:34808	842		100189245
HGNC:34866	842		100189300
HGNC:34821	1877		100189258
HGNC:34912	842		100189344
HGNC:34946	842		100189378
HGNC:12351	842		7237
HGNC:34988	842		100189419
HGNC:34826	842		100189263
HGNC:12350	842	2613239, 2676726	7236
HGNC:12348	842	1395717	7234
HGNC:12349	1877		7235
HGNC:34525	1877		100188989
HGNC:16060	1665	12736709	142940
HGNC:17170	1665	12736709	26995
HGNC:50813	1877	18984615	103482529
HGNC:50814	1877	18984615	103482523
HGNC:50815	1681	18984615	103482527
HGNC:50816	1681	18984615	103482530
HGNC:50817	1877	18984615	103482524
HGNC:50818		18984615	103482525
HGNC:50819		18984615	103482531
HGNC:50820		18984615	103482528
HGNC:50821		18984615	103482526
HGNC:50822		18984615	103482532
HGNC:34885	842		100189318
HGNC:34542	842		100188990
HGNC:12355	842	1457046	7241
HGNC:12353	842	2766931	7239
HGNC:33246	842	3023191	791230
HGNC:34543	842		100188992
HGNC:33247	842	3023191	791231
HGNC:34723	842		100189161
HGNC:34573	842		100189014
HGNC:34740	1877		100189178
HGNC:34973	1877		100189404
HGNC:34941	842		100189373
HGNC:12354	842		7240
HGNC:33248	842	3023191	791232
HGNC:34541	842		100189541
HGNC:33245	842	2766931	100049614
HGNC:34790	842		100189227
HGNC:34931	842		100189363
HGNC:34985	842		100189416
HGNC:34893	842		100189326
HGNC:34791	842		100189228
HGNC:34936	842		100189368
HGNC:34662	1877		100189101
HGNC:34704	1877		100189142
HGNC:34759	1877		100189196
HGNC:38576	1877		
HGNC:38578	1681		103456510
HGNC:35052	1681		100189479
HGNC:34632			100189073
HGNC:35075	1877		100189500
HGNC:35050	842		100189477
HGNC:34544	842		100188993
HGNC:34754	842		100189191
HGNC:34849	842		100189283
HGNC:34910	842		100189342
HGNC:34977	842		100189408
HGNC:34685	842		100189123
HGNC:34766	842		100189203
HGNC:35006	842		100189436
HGNC:34607	842		100189048
HGNC:34674	842		100189112
HGNC:34733	842		100189171
HGNC:34753	842		100189190
HGNC:34876			100189309
HGNC:12360			
HGNC:34574	842		100189015
HGNC:12318	842	8661117	7210
HGNC:34655	842		100189094
HGNC:34599	842		100189040
HGNC:34913	842		100189345
HGNC:34863	842		100189297
HGNC:34882	842		100189315
HGNC:34818	842		100189255
HGNC:12322	842	6261953	7212
HGNC:34749	1681		100189186
HGNC:34816	1877		100189253
HGNC:34835	842		100189272
HGNC:34581	842		100189022
HGNC:34724	842		100189162
HGNC:34974	842		100189405
HGNC:35007	842		100189437
HGNC:34663	842		100189102
HGNC:34993	842		100189424
HGNC:33250	842	3636257	100009602
HGNC:34558	842		100189001
HGNC:34782	842		100189219
HGNC:33249	842	3636257	100009601
HGNC:34905	842		100189337
HGNC:34616	842		100189057
HGNC:34842	1877		100189278
HGNC:35082	1681		100189507
HGNC:35071	1681		100189496
HGNC:12361			
HGNC:30636		20829357	128229
HGNC:13922		10803852	10665
HGNC:39756	1987		101929163
HGNC:12362	1497|1492	9242607, 10806479	
HGNC:12363	1497|1492|694	1303246, 7558029	7249
HGNC:12364			
HGNC:12365			
HGNC:16826		8651929, 9022669	8848
HGNC:43684	1987		641467
HGNC:29095		9734811	9819
HGNC:3051		8982256	1831
HGNC:21696			81628
HGNC:12366			
HGNC:28422	776	15109492	80746
HGNC:43965			391718
HGNC:16791	776	11318611, 17166513	116461
HGNC:43962			100288179
HGNC:43963			
HGNC:43964			
HGNC:15506	776	10941842, 15109492	79042
HGNC:27561	776	15109492	283989
HGNC:12367		7615523	10102
HGNC:12368		9019400	
HGNC:15971	1116	9019400, 9241264	7251
HGNC:14927		11179690	80705
HGNC:26555		14702039	254187
HGNC:12369			114960
HGNC:12372	542|1896	2457586, 3243440	7252
HGNC:12373	199	2558651, 2610690	7253
HGNC:12374			7254
HGNC:12375			7255
HGNC:12376			7256
HGNC:10669	529|28	17586487	10194
HGNC:13010	529|28	9671742	128553
HGNC:30700	529|28		57616
HGNC:12377	1992	10192391	9383
HGNC:30719	694	11444856, 18495105	60385
HGNC:28850		11085516, 19710929, 22880013	25987
HGNC:12378			
HGNC:30743		11418668, 11480573	85480
HGNC:12379		7947454, 9244443	7247
HGNC:26437		14702039	203062
HGNC:12380	1687	9013868	7257
HGNC:49177			100303453
HGNC:18586		12036294	55815
HGNC:20657	768	9714763, 10719184	10103
HGNC:20659	768	9714763, 11739647	10100
HGNC:17752	768		10099
HGNC:11859	768	9360996	
HGNC:17753	768		10098
HGNC:11858	768	9782095	7105
HGNC:11854	768|471	12070254	7102
HGNC:11855	768	2395876	7103
HGNC:21640	768	10719184, 11739647	10867
HGNC:41462	1989		
HGNC:29942	768	12107410	83882
HGNC:30795	768		441631
HGNC:21641	768		23554
HGNC:21643	768		27075
HGNC:23303	768	11230166	81619
HGNC:23298	768	11739647, 10719184	23555
HGNC:30725	768	10500248	26526
HGNC:13594	768	10531035, 10531037	26262
HGNC:20660	768	11756464	90139
HGNC:54221	1987		
HGNC:31886	768		144448
HGNC:10539	768		6302
HGNC:13410	768	10072438, 10950922	10077
HGNC:28743	768	16213355, 16242907	340348
HGNC:1268		12095917, 22678063	54084
HGNC:1271	1987		54082
HGNC:16428	1987	12036297	114043
HGNC:1158		1326278, 1847678, 16822554	706
HGNC:21256		19729679	222642
HGNC:16831	555	9734811, 9915832	9256
HGNC:44148	1987	29707762	100506779
HGNC:12381			7258
HGNC:23924		10773691	64591
HGNC:33876			728137
HGNC:37287			728395
HGNC:23907		12815422	379027
HGNC:34039			653174
HGNC:34040			653288
HGNC:37471			728403
HGNC:37472			728132
HGNC:37473			100289087
HGNC:23903		12815422	347584
HGNC:23904		12815422	377997
HGNC:23905		12815422	378001
HGNC:23906		12815422	378013
HGNC:37474			642631
HGNC:37712			727969
HGNC:37713			100132124
HGNC:37725			642796
HGNC:37998			100132504
HGNC:38093			100130848
HGNC:38101			100287055
HGNC:38522			100286996
HGNC:38594			100286964
HGNC:38725			
HGNC:38726			
HGNC:16256			128854
HGNC:12382		9730615	7259
HGNC:24358		11318608, 11395479	64061
HGNC:21559			23270
HGNC:29367		11214970	85453
HGNC:14521			388951
HGNC:25542	1835	20805244, 29875412	55720
HGNC:25455		9417904	90121
HGNC:14175		27084949	115939
HGNC:12384		9403053	650368
HGNC:12386		10072438	10078
HGNC:12387			
HGNC:11400		10591208	23752
HGNC:14968		15044604	83942
HGNC:11401		10591208	23617
HGNC:15473		11597141, 16336268	81629
HGNC:19825			283629
HGNC:31931			648630
HGNC:30274			
HGNC:30410		15044604	83983
HGNC:12388		1953758	7263
HGNC:12389			
HGNC:16295			
HGNC:16296			
HGNC:12390	743	7803801, 1348494, 19027726	7264
HGNC:35410		12817473	100131187
HGNC:30087		12477932	158427
HGNC:40910			100130890
HGNC:19140	1492	11347906	84630
HGNC:19141		10048485	146057
HGNC:12391	769	8836031	7265
HGNC:12393	769|58	8947847	7267
HGNC:40595	1987		
HGNC:23318			286495
HGNC:12394	769	9933562	7268
HGNC:12395			222052
HGNC:19274	769	11511361	91875
HGNC:19739	769		319089
HGNC:19750	769|1588	10574461	57217
HGNC:19858	769|1588		145567
HGNC:20087	769|1122	14520415, 20451172	123016
HGNC:20267	769		23508
HGNC:26395	769		148014
HGNC:28432	769		283237
HGNC:23700	1492|769	12964006	54970
HGNC:26204	769		79573
HGNC:24697	769	11853319	151613
HGNC:26536	769	12477932	158248
HGNC:25596	769	24475127	55761
HGNC:26006	769|645		54902
HGNC:30761	769|1691|1978		199223
HGNC:25660	769|1978	12056414, 21258341	79809
HGNC:41115	1987		100506134
HGNC:26067	769		55001
HGNC:25730	769	12477932	64927
HGNC:26355		25751302	153657
HGNC:32348	769		164118
HGNC:25280	769	27486780	83538
HGNC:21882	1980|769		79989
HGNC:25986	769|1691		55622
HGNC:29179	769	10470851	23331
HGNC:29336	1987	11258795	284900
HGNC:29936	769	22878202	83894
HGNC:25853	1980|769	12477932	92104
HGNC:26425	1980|769	23810713	150737
HGNC:25759	769	21790010	64427
HGNC:32954	769		130502
HGNC:29959	769	12477932	23548
HGNC:34297	769		100287898
HGNC:33708	769		143941
HGNC:23639	769	9205841	9652
HGNC:26082	769		55020
HGNC:18657	769	9455484, 9461476	22996
HGNC:40851	1987		
HGNC:23704	769		158219
HGNC:26595	769	14702039	125488
HGNC:51321	1987		102724246
HGNC:44019			100288825
HGNC:35451			646640
HGNC:49210			253724
HGNC:12396		8213812, 15220921	
HGNC:12397	532	7597036	7270
HGNC:12398	135|1691	9748214, 10455150	8458
HGNC:29029	1492|1320	9455477, 20427287, 20371770	9675
HGNC:26262	1492|1320	20801936, 20810650	80185
HGNC:12400		1505215	
HGNC:12401		1639825	7272
HGNC:21586	779	11431336	150465
HGNC:1312	779	10591208, 11054573	25809
HGNC:21211	779	11054573	83887
HGNC:24483	779	11054573	26140
HGNC:28976	779	11054573	9654
HGNC:19963	779	15890843, 27162334	23093
HGNC:26664	779	15890843	284076
HGNC:26242	779	15890843	79739
HGNC:41486	1989		
HGNC:34000	779	15890843	164714
HGNC:16118	779	15890843	164395
HGNC:26693	779	15890843	254173
HGNC:41159	1987		100506376
HGNC:18113	779	15890843	158135
HGNC:24214	1989		105376261
HGNC:28974	779	15890843	23170
HGNC:32484	779	15890843	440307
HGNC:12403	1668|593|555	2129545, 10051295	7273
HGNC:44124	1987	29101304, 31173403	100506866
HGNC:12404		7719340, 7887897	7274
HGNC:16114			79183
HGNC:12405	1250	8309582, 11385707	7276
HGNC:14022	1992		50858
HGNC:37981	1992		100101116
HGNC:14023	1992		60439
HGNC:37982	1992		100101117
HGNC:16480	1992		114760
HGNC:31888	1992		474148
HGNC:16481	1992		114761
HGNC:31891	1992		474149
HGNC:31892	1992		474150
HGNC:16482	1992		83863
HGNC:16483	1992		84672
HGNC:31887	1992		441543
HGNC:18488	1992		246122
HGNC:37463	1992		100101120
HGNC:18489	1992		84673
HGNC:37622	1992		100101118
HGNC:18490	1992		83864
HGNC:32425	1992	12815422	425057
HGNC:18491	1992	28797257	246119
HGNC:18492	1992		83866
HGNC:18493	1992		83867
HGNC:18494	1992		83868
HGNC:38596	1992		100287735
HGNC:38613	1992		100287979
HGNC:18495	1992		83869
HGNC:18567	1992	31311130	64595
HGNC:18840	1992		252948
HGNC:18841	1992		252949
HGNC:31889	1992		474151
HGNC:31890	1992		474152
HGNC:18842	1992		252950
HGNC:18843	1992		252952
HGNC:18844	1992		252951
HGNC:18845	1992		252953
HGNC:37980	1992		100101115
HGNC:18846	1992	29209947	252954
HGNC:18847	1992		252955
HGNC:37983	1992		100101121
HGNC:38521			100287941
HGNC:38524			100287026
HGNC:38528			100287818
HGNC:38527			100287874
HGNC:38534			100287606
HGNC:38547			100287167
HGNC:38604			100287844
HGNC:38711			100287905
HGNC:13476	1830	10950931	57348
HGNC:13877	1830	11597145, 18577513	94015
HGNC:22222	1830		80727
HGNC:12406		8612280	7275
HGNC:51120	1987		101927917
HGNC:20766	778	11504633, 3839072	7846
HGNC:18809	778	12054644, 6646120	10376
HGNC:20768	778	7821789	84790
HGNC:12408	778	9465305	7278
HGNC:24071	778	3785200	113457
HGNC:20765	778		112714
HGNC:24067	778	12477932	113691
HGNC:44096	778		645348
HGNC:12407	778	3785200	7277
HGNC:18637	778	3785200, 22360420	80086
HGNC:12410	778	10772959, 10591208	51807
HGNC:12409		2444926	
HGNC:23534	778		79861
HGNC:12411			54016
HGNC:14531			399942
HGNC:44568			100419007
HGNC:44569			
HGNC:54799		31897160	730222
HGNC:20778	778	11504633, 8270253	203068
HGNC:16257	778		81027
HGNC:23982		11731935, 12815422	349448
HGNC:23981		12815422	140004
HGNC:12412	778	14574404	7280
HGNC:30829	778	8619474, 9110174	347733
HGNC:42332			100132153
HGNC:20772	778	9473684, 8098743, 20074521	10381
HGNC:42339			100288513
HGNC:42181			100130187
HGNC:20774	778	6865944, 6462917, 23595291	10382
HGNC:42340		16489141	402422
HGNC:20771	778	3999141	10383
HGNC:42180			
HGNC:42183			100418974
HGNC:42331			
HGNC:42333			
HGNC:42335			
HGNC:42336			100996306
HGNC:42337			442271
HGNC:20776	778	29016863	84617
HGNC:42342			100418964
HGNC:12413	778	10828619	56604
HGNC:20773	778		347688
HGNC:24983	778	11731935	260334
HGNC:42182			100418937
HGNC:42334			
HGNC:42338			132719
HGNC:42185			260338
HGNC:42186			121014
HGNC:42343			200149
HGNC:42345			197331
HGNC:42346			102723626
HGNC:42347			255208
HGNC:42348			391171
HGNC:32337			388579
HGNC:12414		7070533	92755
HGNC:12415		1685473	647000
HGNC:18192			326106
HGNC:19913			493816
HGNC:23674		11731935	643224
HGNC:42175			442308
HGNC:42176			100533620
HGNC:42179			
HGNC:42178			442210
HGNC:42344			100418902
HGNC:42184			
HGNC:16811	778	10620804	51174
HGNC:20775	778	10620804	51175
HGNC:12416			
HGNC:12417	778	1904010	7283
HGNC:12418		10903841	442673
HGNC:12419	778		27175
HGNC:18599		9566967	10844
HGNC:18598		9566967, 9566969	10426
HGNC:16691		10562286	27229
HGNC:18600		11694571	114791
HGNC:18127		11694571, 11258795	85378
HGNC:12420	1691	9332382, 9545647	7284
HGNC:12421		9545647	645668
HGNC:12422	1691	7919663	7286
HGNC:26066	1992	15797018, 22961206, 23801869, 24381249, 28205334	55000
HGNC:12423		9096357, 9521870	7287
HGNC:12424		9096357	7288
HGNC:12425		9828123	7289
HGNC:39262			100128017
HGNC:15530	362	11595174	56995
HGNC:44088	1992	24530304, 22196729, 23040067	100507043
HGNC:12426			
HGNC:31010		15208665	286319
HGNC:17034		8780057, 11593436	11334
HGNC:23963	859	12815422, 24394498	359794
HGNC:53818			112552163
HGNC:30242	445|752	8661104, 10097140	7991
HGNC:27701	1992	20048075, 23680400, 28214867	285194
HGNC:49111	1992	24667250	400128
HGNC:26184	725|1619|1318	16790842	64852
HGNC:28981	1619|1318|74	8724849, 12239557	23318
HGNC:25817	1619|1318|74	11214970	79670
HGNC:12427			
HGNC:20398			780776
HGNC:20399		10810093	51030
HGNC:31127			100129124
HGNC:38869			100421473
HGNC:30453			201158
